verification_result_id;verification_id;fc;temperature;temperature_min;consumption;consumption_max;ok
4108;2140;866300000;34;30;0.0963826280943503;1;t
4109;2140;922300000;34;30;0.09698585607639766;1;t
4110;2141;868130000;33.5;30;0.09872079961617283;1;t
4111;2142;922300000;33.5;30;0.0978502187808907;1;t
4112;2143;869525000;33.5;30;0.09836812659689782;1;t
4113;2143;905200000;33.5;30;0.09811304537944268;1;t
4114;2143;922200000;33.5;30;0.0987053088539792;1;t
4115;2143;922300000;33.5;30;0.09796381770364401;1;t
4116;2143;866300000;33.5;30;0.09769169664777588;1;t
4117;2144;866300000;33.5;30;0.09790262919297918;1;t
4118;2144;922300000;33.5;30;0.09863482588599819;1;t
4119;2145;868130000;34;30;0.09722358090377892;1;t
4120;2146;922300000;34;30;0.0972365163734926;1;t
4121;2147;869525000;34;30;0.0977542103848007;1;t
4122;2147;905200000;34;30;0.0974156863901654;1;t
4123;2147;922200000;34;30;0.09801980034807148;1;t
4124;2147;922300000;33.5;30;0.09769889061006762;1;t
4125;2147;866300000;33.5;30;0.09846043198661705;1;t
4126;2148;866300000;34;30;0.09770026672386696;1;t
4127;2148;922300000;34;30;0.09787118005774378;1;t
4128;2149;868130000;34;30;0.0962518433061103;1;t
4129;2150;922300000;34;30;0.09540214667158586;1;t
4130;2151;869525000;34;30;0.09574407473651034;1;t
4131;2151;905200000;34;30;0.09786332762471328;1;t
4132;2151;922200000;34;30;0.09617337243316626;1;t
4133;2151;922300000;34;30;0.09526354176198715;1;t
4134;2151;866300000;34;30;0.09591449945025816;1;t
4135;2152;866300000;34;30;0.0960771040426473;1;t
4136;2152;922300000;34;30;0.09659161409617718;1;t
4137;2153;868130000;33.5;30;0.09801338814266365;1;t
4138;2154;922300000;33.5;30;0.097922509004461;1;t
4139;2155;869525000;33.5;30;0.09998846032235174;1;t
4140;2155;905200000;33.5;30;0.09852639055064279;1;t
4141;2155;922200000;33.5;30;0.09672791305996206;1;t
4142;2155;922300000;33.5;30;0.09832759243582448;1;t
4143;2155;866300000;33.5;30;0.0984574566588811;1;t
4144;2156;866300000;33.5;30;0.09929266692048777;1;t
4145;2156;922300000;33.5;30;0.0993419791801375;1;t
4146;2157;868130000;33;30;0.09783986726063719;1;t
4147;2158;922300000;33;30;0.09653040142209371;1;t
4148;2159;869525000;33.5;30;0.09406814183153753;1;t
4149;2159;905200000;33.5;30;0.09650154787087374;1;t
4150;2159;922200000;33;30;0.09689228427945065;1;t
4151;2159;922300000;33;30;0.09735798598932806;1;t
4152;2159;866300000;33;30;0.09682945364922399;1;t
4153;2160;866300000;33;30;0.09632438167319601;1;t
4154;2160;922300000;33;30;0.0976864310863927;1;t
4155;2161;868130000;33;30;0.09988209042195546;1;t
4156;2162;922300000;32.5;30;0.1001642804732495;1;t
4157;2163;869525000;33.5;30;0.10106300285985;1;t
4158;2163;905200000;33.5;30;0.1001771894417441;1;t
4159;2163;922200000;33;30;0.09973079731119765;1;t
4160;2163;922300000;33;30;0.09934791730564504;1;t
4161;2163;866300000;32.5;30;0.1005747856713807;1;t
4162;2164;866300000;32.5;30;0.09960842028986797;1;t
4163;2164;922300000;32.5;30;0.100510757187647;1;t
4164;2165;868130000;33.5;30;0.1000909575321996;1;t
4165;2166;922300000;33.5;30;0.09952864286457078;1;t
4166;2167;869525000;34;30;0.09997632589196673;1;t
4167;2167;905200000;34;30;0.09961048572482711;1;t
4168;2167;922200000;34;30;0.09867381097085219;1;t
4169;2167;922300000;33.5;30;0.09962210379647234;1;t
4170;2167;866300000;33.5;30;0.0995603989270677;1;t
4171;2168;866300000;33.5;30;0.09971220839656532;1;t
4172;2168;922300000;33.5;30;0.09917622802466566;1;t
4173;2169;868130000;33.5;30;0.09702542051667531;1;t
4174;2170;922300000;34;30;0.09610535083044304;1;t
4175;2171;869525000;34.5;30;0.0964738741059037;1;t
4176;2171;905200000;34.5;30;0.09632525381557604;1;t
4177;2171;922200000;34;30;0.0963296573797339;1;t
4178;2171;922300000;34;30;0.09656497283941938;1;t
4179;2171;866300000;34;30;0.09660873325823809;1;t
4180;2172;866300000;34;30;0.09634176718116799;1;t
4181;2172;922300000;34;30;0.09615186347686042;1;t
4182;2173;868130000;33.5;30;0.1004283979686509;1;t
4183;2174;922300000;33.5;30;0.1005572294742279;1;t
4184;2175;869525000;33.5;30;0.1005714293395721;1;t
4185;2175;905200000;33.5;30;0.1000586851109629;1;t
4186;2175;922200000;33.5;30;0.1006240979310305;1;t
4187;2175;922300000;33.5;30;0.1008068889249153;1;t
4188;2175;866300000;33.5;30;0.1012354666789392;1;t
4189;2176;866300000;33.5;30;0.1006176434467831;1;t
4190;2176;922300000;33.5;30;0.09991307194634273;1;t
4191;2181;868130000;34;30;0.09760930851023467;1;t
4192;2182;922300000;34;30;0.09798116876380789;1;t
4193;2183;869525000;33.5;30;0.09818961544692036;1;t
4194;2183;905200000;34;30;0.09895706597750001;1;t
4195;2183;922200000;33.5;30;0.09865909238779849;1;t
4196;2183;922300000;33.5;30;0.0985973403950006;1;t
4197;2183;866300000;33.5;30;0.09870169856623544;1;t
4198;2184;866300000;34;30;0.09838727575574498;1;t
4199;2184;922300000;34;30;0.09798359569802266;1;t
